st,county,STATE,composite,fipstxt,FIPS,count3
FL,Levy,Florida,fl_levy,12075,12075,1
FL,Nassau,Florida,fl_nassau,12089,12089,1
FL,Okeechobee,Florida,fl_okeechobee,12093,12093,1
FL,St. Lucie,Florida,fl_st. lucie,12111,12111,1
FL,Sumter,Florida,fl_sumter,12119,12119,1
FL,Taylor,Florida,fl_taylor,12123,12123,1
FL,Wakulla,Florida,fl_wakulla,12129,12129,1
GA,Bryan,Georgia,ga_bryan,13029,13029,1
GA,Calhoun,Georgia,ga_calhoun,13037,13037,1
GA,Chattooga,Georgia,ga_chattooga,13055,13055,1
GA,Coffee,Georgia,ga_coffee,13069,13069,1
GA,Colquitt,Georgia,ga_colquitt,13071,13071,1
GA,Crisp,Georgia,ga_crisp,13081,13081,1
GA,Dade,Georgia,ga_dade,13083,13083,1
GA,Douglas,Georgia,ga_douglas,13097,13097,1
GA,Early,Georgia,ga_early,13099,13099,1
GA,Elbert,Georgia,ga_elbert,13105,13105,1
GA,Evans,Georgia,ga_evans,13109,13109,1
GA,Greene,Georgia,ga_greene,13133,13133,1
GA,Jeff Davis,Georgia,ga_jeff davis,13161,13161,1
GA,Laurens,Georgia,ga_laurens,13175,13175,1
GA,Long,Georgia,ga_long,13183,13183,1
GA,Morgan,Georgia,ga_morgan,13211,13211,1
GA,Pulaski,Georgia,ga_pulaski,13235,13235,1
GA,Rabun,Georgia,ga_rabun,13241,13241,1
GA,Stephens,Georgia,ga_stephens,13257,13257,1
GA,Sumter,Georgia,ga_sumter,13261,13261,1
GA,Tattnall,Georgia,ga_tattnall,13267,13267,1
GA,Telfair,Georgia,ga_telfair,13271,13271,1
GA,Turner,Georgia,ga_turner,13287,13287,1
IA,Appanoose,Iowa,ia_appanoose,19007,19007,1
IA,Boone,Iowa,ia_boone,19015,19015,1
IA,Cass,Iowa,ia_cass,19029,19029,1
IA,Clarke,Iowa,ia_clarke,19039,19039,1
IA,Clay,Iowa,ia_clay,19041,19041,1
IA,Dallas,Iowa,ia_dallas,19049,19049,1
IA,Greene,Iowa,ia_greene,19073,19073,1
IA,Ida,Iowa,ia_ida,19093,19093,1
IA,Jefferson,Iowa,ia_jefferson,19101,19101,1
IA,Lucas,Iowa,ia_lucas,19117,19117,1
IA,Mills,Iowa,ia_mills,19129,19129,1
IA,Montgomery,Iowa,ia_montgomery,19137,19137,1
IA,Muscatine,Iowa,ia_muscatine,19139,19139,1
IA,O'Brien,Iowa,ia_o'brien,19141,19141,1
IA,Osceola,Iowa,ia_osceola,19143,19143,1
IA,Palo Alto,Iowa,ia_palo alto,19147,19147,1
IA,Pocahontas,Iowa,ia_pocahontas,19151,19151,1
IA,Van Buren,Iowa,ia_van buren,19177,19177,1
ID,Bannock,Idaho,id_bannock,16005,16005,1
ID,Blaine,Idaho,id_blaine,16013,16013,1
ID,Gooding,Idaho,id_gooding,16047,16047,1
ID,Idaho,Idaho,id_idaho,16049,16049,1
ID,Kootenai,Idaho,id_kootenai,16055,16055,1
ID,Payette,Idaho,id_payette,16075,16075,1
ID,Washington,Idaho,id_washington,16087,16087,1
IL,Brown,Illinois,il_brown,17009,17009,1
IL,Edwards,Illinois,il_edwards,17047,17047,1
IL,Gallatin,Illinois,il_gallatin,17059,17059,1
IL,Jasper,Illinois,il_jasper,17079,17079,1
IL,Menard,Illinois,il_menard,17129,17129,1
IL,Mercer,Illinois,il_mercer,17131,17131,1
IL,Monroe,Illinois,il_monroe,17133,17133,1
IL,Pope,Illinois,il_pope,17151,17151,1
IL,Schuyler,Illinois,il_schuyler,17169,17169,1
IL,Washington,Illinois,il_washington,17189,17189,1
IL,White,Illinois,il_white,17193,17193,1
IN,Benton,Indiana,in_benton,18007,18007,1
IN,Dearborn,Indiana,in_dearborn,18029,18029,1
IN,Martin,Indiana,in_martin,18101,18101,1
IN,Owen,Indiana,in_owen,18119,18119,1
IN,Posey,Indiana,in_posey,18129,18129,1
IN,Ripley,Indiana,in_ripley,18137,18137,1
IN,Rush,Indiana,in_rush,18139,18139,1
IN,Union,Indiana,in_union,18161,18161,1
KS,Douglas,Kansas,ks_douglas,20045,20045,1
KS,Ford,Kansas,ks_ford,20057,20057,1
KS,Jefferson,Kansas,ks_jefferson,20087,20087,1
KS,Kearny,Kansas,ks_kearny,20093,20093,1
KS,Labette,Kansas,ks_labette,20099,20099,1
KS,Lyon,Kansas,ks_lyon,20111,20111,1
KS,Marshall,Kansas,ks_marshall,20117,20117,1
KS,Miami,Kansas,ks_miami,20121,20121,1
KS,Sumner,Kansas,ks_sumner,20191,20191,1
KY,Carlisle,Kentucky,ky_carlisle,21039,21039,1
KY,Carroll,Kentucky,ky_carroll,21041,21041,1
KY,Cumberland,Kentucky,ky_cumberland,21057,21057,1
KY,Greenup,Kentucky,ky_greenup,21089,21089,1
KY,Mason,Kentucky,ky_mason,21161,21161,1
KY,Menifee,Kentucky,ky_menifee,21165,21165,1
KY,Owen,Kentucky,ky_owen,21187,21187,1
KY,Powell,Kentucky,ky_powell,21197,21197,1
KY,Todd,Kentucky,ky_todd,21219,21219,1
LA,Assumption,Louisiana,la_assumption,22007,22007,1
LA,Catahoula,Louisiana,la_catahoula,22025,22025,1
LA,East Carroll,Louisiana,la_east carroll,22035,22035,1
LA,Iberia,Louisiana,la_iberia,22045,22045,1
LA,Jefferson Davis,Louisiana,la_jefferson davis,22053,22053,1
LA,Natchitoches,Louisiana,la_natchitoches,22069,22069,1
LA,Plaquemines,Louisiana,la_plaquemines,22075,22075,1
LA,Sabine,Louisiana,la_sabine,22085,22085,1
LA,Vermilion,Louisiana,la_vermilion,22113,22113,1
LA,West Carroll,Louisiana,la_west carroll,22123,22123,1
MA,Barnstable,Massachusetts,ma_barnstable,25001,25001,1
MA,Berkshire,Massachusetts,ma_berkshire,25003,25003,1
MA,Bristol,Massachusetts,ma_bristol,25005,25005,1
MA,Hampshire,Massachusetts,ma_hampshire,25015,25015,1
MA,Suffolk,Massachusetts,ma_suffolk,25025,25025,1
MD,Allegany,Maryland,md_allegany,24001,24001,1
MD,Cecil,Maryland,md_cecil,24015,24015,1
MD,Frederick,Maryland,md_frederick,24021,24021,1
MD,Talbot,Maryland,md_talbot,24041,24041,1
MD,Wicomico,Maryland,md_wicomico,24045,24045,1
MD,Worcester,Maryland,md_worcester,24047,24047,1
ME,Androscoggin,Maine,me_androscoggin,23001,23001,1
ME,Hancock,Maine,me_hancock,23009,23009,1
ME,Oxford,Maine,me_oxford,23017,23017,1
ME,Washington,Maine,me_washington,23029,23029,1
ME,York,Maine,me_york,23031,23031,1
MI,Alger,Michigan,mi_alger,26003,26003,1
MI,Alpena,Michigan,mi_alpena,26007,26007,1
MI,Cheboygan,Michigan,mi_cheboygan,26031,26031,1
MI,Chippewa,Michigan,mi_chippewa,26033,26033,1
MI,Clinton,Michigan,mi_clinton,26037,26037,1
MI,Crawford,Michigan,mi_crawford,26039,26039,1
MI,Emmet,Michigan,mi_emmet,26047,26047,1
MI,Gratiot,Michigan,mi_gratiot,26057,26057,1
MI,Houghton,Michigan,mi_houghton,26061,26061,1
MI,Iosco,Michigan,mi_iosco,26069,26069,1
MI,Isabella,Michigan,mi_isabella,26073,26073,1
MI,Lapeer,Michigan,mi_lapeer,26087,26087,1
MI,Lenawee,Michigan,mi_lenawee,26091,26091,1
MI,Luce,Michigan,mi_luce,26095,26095,1
MI,Mackinac,Michigan,mi_mackinac,26097,26097,1
MI,Mason,Michigan,mi_mason,26105,26105,1
MI,Missaukee,Michigan,mi_missaukee,26113,26113,1
MI,Ogemaw,Michigan,mi_ogemaw,26129,26129,1
MI,Osceola,Michigan,mi_osceola,26133,26133,1
MI,Otsego,Michigan,mi_otsego,26137,26137,1
MI,Schoolcraft,Michigan,mi_schoolcraft,26153,26153,1
MI,Wexford,Michigan,mi_wexford,26165,26165,1
MN,Big Stone,Minnesota,mn_big stone,27011,27011,1
MN,Chisago,Minnesota,mn_chisago,27025,27025,1
MN,Dodge,Minnesota,mn_dodge,27039,27039,1
MN,Douglas,Minnesota,mn_douglas,27041,27041,1
MN,Faribault,Minnesota,mn_faribault,27043,27043,1
MN,Fillmore,Minnesota,mn_fillmore,27045,27045,1
MN,Goodhue,Minnesota,mn_goodhue,27049,27049,1
MN,Itasca,Minnesota,mn_itasca,27061,27061,1
MN,Koochiching,Minnesota,mn_koochiching,27071,27071,1
MN,Le Sueur,Minnesota,mn_le sueur,27079,27079,1
MN,Martin,Minnesota,mn_martin,27091,27091,1
MN,Meeker,Minnesota,mn_meeker,27093,27093,1
MN,Morrison,Minnesota,mn_morrison,27097,27097,1
MN,Pennington,Minnesota,mn_pennington,27113,27113,1
MN,Pope,Minnesota,mn_pope,27121,27121,1
MN,Redwood,Minnesota,mn_redwood,27127,27127,1
MN,Rock,Minnesota,mn_rock,27133,27133,1
MN,Wright,Minnesota,mn_wright,27171,27171,1
MO,Adair,Missouri,mo_adair,29001,29001,1
MO,Benton,Missouri,mo_benton,29015,29015,1
MO,Clinton,Missouri,mo_clinton,29049,29049,1
MO,Crawford,Missouri,mo_crawford,29055,29055,1
MO,Dent,Missouri,mo_dent,29065,29065,1
MO,Douglas,Missouri,mo_douglas,29067,29067,1
MO,Harrison,Missouri,mo_harrison,29081,29081,1
MO,Hickory,Missouri,mo_hickory,29085,29085,1
MO,Howard,Missouri,mo_howard,29089,29089,1
MO,Iron,Missouri,mo_iron,29093,29093,1
MO,Jasper,Missouri,mo_jasper,29097,29097,1
MO,Laclede,Missouri,mo_laclede,29105,29105,1
MO,Lawrence,Missouri,mo_lawrence,29109,29109,1
MO,Lewis,Missouri,mo_lewis,29111,29111,1
MO,Miller,Missouri,mo_miller,29131,29131,1
MO,Mississippi,Missouri,mo_mississippi,29133,29133,1
MO,Montgomery,Missouri,mo_montgomery,29139,29139,1
MO,Ralls,Missouri,mo_ralls,29173,29173,1
MO,Ray,Missouri,mo_ray,29177,29177,1
MO,Stone,Missouri,mo_stone,29209,29209,1
MO,Washington,Missouri,mo_washington,29221,29221,1
MO,Wayne,Missouri,mo_wayne,29223,29223,1
MO,Wright,Missouri,mo_wright,29229,29229,1
MS,George,Mississippi,ms_george,28039,28039,1
MT,Daniels,Montana,mt_daniels,30019,30019,1
MT,Dawson,Montana,mt_dawson,30021,30021,1
MT,Deer Lodge,Montana,mt_deer lodge,30023,30023,1
MT,Glacier,Montana,mt_glacier,30035,30035,1
MT,Hill,Montana,mt_hill,30041,30041,1
MT,Lewis and Clark,Montana,mt_lewis and clark,30049,30049,1
MT,Madison,Montana,mt_madison,30057,30057,1
MT,Park,Montana,mt_park,30067,30067,1
MT,Valley,Montana,mt_valley,30105,30105,1
NC,Alexander,North Carolina,nc_alexander,37003,37003,1
NC,Bladen,North Carolina,nc_bladen,37017,37017,1
NC,Burke,North Carolina,nc_burke,37023,37023,1
NC,Chatham,North Carolina,nc_chatham,37037,37037,1
NC,Durham,North Carolina,nc_durham,37063,37063,1
NC,Edgecombe,North Carolina,nc_edgecombe,37065,37065,1
NC,Greene,North Carolina,nc_greene,37079,37079,1
NC,Hoke,North Carolina,nc_hoke,37093,37093,1
NC,Johnston,North Carolina,nc_johnston,37101,37101,1
NC,Lee,North Carolina,nc_lee,37105,37105,1
NC,Mitchell,North Carolina,nc_mitchell,37121,37121,1
NC,Montgomery,North Carolina,nc_montgomery,37123,37123,1
NC,Pamlico,North Carolina,nc_pamlico,37137,37137,1
NC,Richmond,North Carolina,nc_richmond,37153,37153,1
NC,Sampson,North Carolina,nc_sampson,37163,37163,1
NC,Stanly,North Carolina,nc_stanly,37167,37167,1
NC,Surry,North Carolina,nc_surry,37171,37171,1
NC,Swain,North Carolina,nc_swain,37173,37173,1
NC,Vance,North Carolina,nc_vance,37181,37181,1
ND,Bottineau,North Dakota,nd_bottineau,38009,38009,1
ND,Burleigh,North Dakota,nd_burleigh,38015,38015,1
ND,McLean,North Dakota,nd_mclean,38055,38055,1
ND,Pierce,North Dakota,nd_pierce,38069,38069,1
NE,Cherry,Nebraska,ne_cherry,31031,31031,1
NE,Gage,Nebraska,ne_gage,31067,31067,1
NE,Greeley,Nebraska,ne_greeley,31077,31077,1
NE,Holt,Nebraska,ne_holt,31089,31089,1
NE,Platte,Nebraska,ne_platte,31141,31141,1
NE,Richardson,Nebraska,ne_richardson,31147,31147,1
NE,Sioux,Nebraska,ne_sioux,31165,31165,1
NE,Thayer,Nebraska,ne_thayer,31169,31169,1
NE,York,Nebraska,ne_york,31185,31185,1
NH,Carroll,New Hampshire,nh_carroll,33003,33003,1
NH,Sullivan,New Hampshire,nh_sullivan,33019,33019,1
NJ,Essex,New Jersey,nj_essex,34013,34013,1
NJ,Gloucester,New Jersey,nj_gloucester,34015,34015,1
NJ,Mercer,New Jersey,nj_mercer,34021,34021,1
NJ,Morris,New Jersey,nj_morris,34027,34027,1
NJ,Ocean,New Jersey,nj_ocean,34029,34029,1
NJ,Passaic,New Jersey,nj_passaic,34031,34031,1
NJ,Salem,New Jersey,nj_salem,34033,34033,1
NJ,Somerset,New Jersey,nj_somerset,34035,34035,1
NJ,Union,New Jersey,nj_union,34039,34039,1
NM,Catron,New Mexico,nm_catron,35003,35003,1
NM,Grant,New Mexico,nm_grant,35017,35017,1
NM,Lincoln,New Mexico,nm_lincoln,35027,35027,1
NM,Luna,New Mexico,nm_luna,35029,35029,1
NM,McKinley,New Mexico,nm_mckinley,35031,35031,1
NM,Quay,New Mexico,nm_quay,35037,35037,1
NM,Rio Arriba,New Mexico,nm_rio arriba,35039,35039,1
NM,Taos,New Mexico,nm_taos,35055,35055,1
NV,Douglas,Nevada,nv_douglas,32005,32005,1
NV,Elko,Nevada,nv_elko,32007,32007,1
NV,Nye,Nevada,nv_nye,32023,32023,1
NV,White Pine,Nevada,nv_white pine,32033,32033,1
NY,Albany,New York,ny_albany,36001,36001,1
NY,Allegany,New York,ny_allegany,36003,36003,1
NY,Cayuga,New York,ny_cayuga,36011,36011,1
NY,Chenango,New York,ny_chenango,36017,36017,1
NY,Columbia,New York,ny_columbia,36021,36021,1
NY,Cortland,New York,ny_cortland,36023,36023,1
NY,Dutchess,New York,ny_dutchess,36027,36027,1
NY,Fulton,New York,ny_fulton,36035,36035,1
NY,Kings,New York,ny_kings,36047,36047,1
NY,Oneida,New York,ny_oneida,36065,36065,1
NY,Ontario,New York,ny_ontario,36069,36069,1
NY,Otsego,New York,ny_otsego,36077,36077,1
NY,Rensselaer,New York,ny_rensselaer,36083,36083,1
NY,Richmond,New York,ny_richmond,36085,36085,1
NY,Sullivan,New York,ny_sullivan,36105,36105,1
NY,Tioga,New York,ny_tioga,36107,36107,1
NY,Tompkins,New York,ny_tompkins,36109,36109,1
NY,Ulster,New York,ny_ulster,36111,36111,1
OH,Coshocton,Ohio,oh_coshocton,39031,39031,1
OH,Holmes,Ohio,oh_holmes,39075,39075,1
OH,Knox,Ohio,oh_knox,39083,39083,1
OH,Morgan,Ohio,oh_morgan,39115,39115,1
OH,Noble,Ohio,oh_noble,39121,39121,1
OH,Perry,Ohio,oh_perry,39127,39127,1
OH,Washington,Ohio,oh_washington,39167,39167,1
OK,Atoka,Oklahoma,ok_atoka,40005,40005,1
OK,Craig,Oklahoma,ok_craig,40035,40035,1
OK,Custer,Oklahoma,ok_custer,40039,40039,1
OK,Delaware,Oklahoma,ok_delaware,40041,40041,1
OK,Kay,Oklahoma,ok_kay,40071,40071,1
OK,Le Flore,Oklahoma,ok_le flore,40079,40079,1
OK,Lincoln,Oklahoma,ok_lincoln,40081,40081,1
OK,Osage,Oklahoma,ok_osage,40113,40113,1
OK,Ottawa,Oklahoma,ok_ottawa,40115,40115,1
OK,Seminole,Oklahoma,ok_seminole,40133,40133,1
OK,Sequoyah,Oklahoma,ok_sequoyah,40135,40135,1
OK,Texas,Oklahoma,ok_texas,40139,40139,1
OK,Wagoner,Oklahoma,ok_wagoner,40145,40145,1
OK,Woods,Oklahoma,ok_woods,40151,40151,1
OK,Woodward,Oklahoma,ok_woodward,40153,40153,1
OR,Benton,Oregon,or_benton,41003,41003,1
OR,Coos,Oregon,or_coos,41011,41011,1
OR,Hood River,Oregon,or_hood river,41027,41027,1
OR,Josephine,Oregon,or_josephine,41033,41033,1
OR,Klamath,Oregon,or_klamath,41035,41035,1
OR,Linn,Oregon,or_linn,41043,41043,1
OR,Washington,Oregon,or_washington,41067,41067,1
PA,Bedford,Pennsylvania,pa_bedford,42009,42009,1
PA,Carbon,Pennsylvania,pa_carbon,42025,42025,1
PA,Centre,Pennsylvania,pa_centre,42027,42027,1
PA,Clarion,Pennsylvania,pa_clarion,42031,42031,1
PA,Clinton,Pennsylvania,pa_clinton,42035,42035,1
PA,Columbia,Pennsylvania,pa_columbia,42037,42037,1
PA,Crawford,Pennsylvania,pa_crawford,42039,42039,1
PA,Elk,Pennsylvania,pa_elk,42047,42047,1
PA,Greene,Pennsylvania,pa_greene,42059,42059,1
PA,Juniata,Pennsylvania,pa_juniata,42067,42067,1
PA,Lackawanna,Pennsylvania,pa_lackawanna,42069,42069,1
PA,Northumberland,Pennsylvania,pa_northumberland,42097,42097,1
PA,Snyder,Pennsylvania,pa_snyder,42109,42109,1
PA,Warren,Pennsylvania,pa_warren,42123,42123,1
PA,Wayne,Pennsylvania,pa_wayne,42127,42127,1
RI,Newport,Rhode Island,ri_newport,44005,44005,1
RI,Washington,Rhode Island,ri_washington,44009,44009,1
SC,Cherokee,South Carolina,sc_cherokee,45021,45021,1
SC,Chesterfield,South Carolina,sc_chesterfield,45025,45025,1
SC,Colleton,South Carolina,sc_colleton,45029,45029,1
SC,Dillon,South Carolina,sc_dillon,45033,45033,1
SC,Dorchester,South Carolina,sc_dorchester,45035,45035,1
SC,Jasper,South Carolina,sc_jasper,45053,45053,1
SC,Laurens,South Carolina,sc_laurens,45059,45059,1
SC,Marion,South Carolina,sc_marion,45067,45067,1
SC,Newberry,South Carolina,sc_newberry,45071,45071,1
SC,Oconee,South Carolina,sc_oconee,45073,45073,1
SD,Bon Homme,South Dakota,sd_bon homme,46009,46009,1
SD,Butte,South Dakota,sd_butte,46019,46019,1
SD,Codington,South Dakota,sd_codington,46029,46029,1
SD,Davison,South Dakota,sd_davison,46035,46035,1
SD,Lawrence,South Dakota,sd_lawrence,46081,46081,1
SD,Spink,South Dakota,sd_spink,46115,46115,1
SD,Stanley,South Dakota,sd_stanley,46117,46117,1
SD,Union,South Dakota,sd_union,46127,46127,1
TN,Clay,Tennessee,tn_clay,47027,47027,1
TN,DeKalb,Tennessee,tn_dekalb,47041,47041,1
TN,Fayette,Tennessee,tn_fayette,47047,47047,1
TN,Fentress,Tennessee,tn_fentress,47049,47049,1
TN,Grundy,Tennessee,tn_grundy,47061,47061,1
TN,Hawkins,Tennessee,tn_hawkins,47073,47073,1
TN,Lake,Tennessee,tn_lake,47095,47095,1
TN,Lewis,Tennessee,tn_lewis,47101,47101,1
TN,Lincoln,Tennessee,tn_lincoln,47103,47103,1
TN,Marshall,Tennessee,tn_marshall,47117,47117,1
TN,Overton,Tennessee,tn_overton,47133,47133,1
TN,Pickett,Tennessee,tn_pickett,47137,47137,1
TN,Smith,Tennessee,tn_smith,47159,47159,1
TN,Stewart,Tennessee,tn_stewart,47161,47161,1
TN,Unicoi,Tennessee,tn_unicoi,47171,47171,1
TX,Anderson,Texas,tx_anderson,48001,48001,1
TX,Bailey,Texas,tx_bailey,48017,48017,1
TX,Brewster,Texas,tx_brewster,48043,48043,1
TX,Burnet,Texas,tx_burnet,48053,48053,1
TX,Cochran,Texas,tx_cochran,48079,48079,1
TX,Comal,Texas,tx_comal,48091,48091,1
TX,Deaf Smith,Texas,tx_deaf smith,48117,48117,1
TX,Delta,Texas,tx_delta,48119,48119,1
TX,DeWitt,Texas,tx_dewitt,48123,48123,1
TX,Eastland,Texas,tx_eastland,48133,48133,1
TX,Ector,Texas,tx_ector,48135,48135,1
TX,Freestone,Texas,tx_freestone,48161,48161,1
TX,Guadalupe,Texas,tx_guadalupe,48187,48187,1
TX,Hale,Texas,tx_hale,48189,48189,1
TX,Hardin,Texas,tx_hardin,48199,48199,1
TX,Hopkins,Texas,tx_hopkins,48223,48223,1
TX,Jasper,Texas,tx_jasper,48241,48241,1
TX,Jim Wells,Texas,tx_jim wells,48249,48249,1
TX,Kleberg,Texas,tx_kleberg,48273,48273,1
TX,Lamar,Texas,tx_lamar,48277,48277,1
TX,Matagorda,Texas,tx_matagorda,48321,48321,1
TX,Maverick,Texas,tx_maverick,48323,48323,1
TX,Medina,Texas,tx_medina,48325,48325,1
TX,Midland,Texas,tx_midland,48329,48329,1
TX,Nolan,Texas,tx_nolan,48353,48353,1
TX,Palo Pinto,Texas,tx_palo pinto,48363,48363,1
TX,Panola,Texas,tx_panola,48365,48365,1
TX,Randall,Texas,tx_randall,48381,48381,1
TX,Red River,Texas,tx_red river,48387,48387,1
TX,Rockwall,Texas,tx_rockwall,48397,48397,1
TX,Sabine,Texas,tx_sabine,48403,48403,1
TX,San Jacinto,Texas,tx_san jacinto,48407,48407,1
TX,Sherman,Texas,tx_sherman,48421,48421,1
TX,Starr,Texas,tx_starr,48427,48427,1
TX,Swisher,Texas,tx_swisher,48437,48437,1
TX,Titus,Texas,tx_titus,48449,48449,1
TX,Upshur,Texas,tx_upshur,48459,48459,1
TX,Val Verde,Texas,tx_val verde,48465,48465,1
TX,Williamson,Texas,tx_williamson,48491,48491,1
TX,Winkler,Texas,tx_winkler,48495,48495,1
TX,Young,Texas,tx_young,48503,48503,1
UT,Cache,Utah,ut_cache,49005,49005,1
UT,Davis,Utah,ut_davis,49011,49011,1
UT,Morgan,Utah,ut_morgan,49029,49029,1
VA,Accomack,Virginia,va_accomack,51001,51001,1
VA,Alleghany,Virginia,va_alleghany,51005,51005,1
VA,Amelia,Virginia,va_amelia,51007,51007,1
VA,Appomattox,Virginia,va_appomattox,51011,51011,1
VA,Bland,Virginia,va_bland,51021,51021,1
VA,Carroll,Virginia,va_carroll,51035,51035,1
VA,Charlotte,Virginia,va_charlotte,51037,51037,1
VA,Culpeper,Virginia,va_culpeper,51047,51047,1
VA,Cumberland,Virginia,va_cumberland,51049,51049,1
VA,Danville,Virginia,va_danville,51590,51590,1
VA,Dickenson,Virginia,va_dickenson,51051,51051,1
VA,Fauquier,Virginia,va_fauquier,51061,51061,1
VA,Franklin,Virginia,va_franklin,51067,51067,1
VA,Frederick,Virginia,va_frederick,51069,51069,1
VA,Gloucester,Virginia,va_gloucester,51073,51073,1
VA,Loudoun,Virginia,va_loudoun,51107,51107,1
VA,Mecklenburg,Virginia,va_mecklenburg,51117,51117,1
VA,Northumberland,Virginia,va_northumberland,51133,51133,1
VA,Page,Virginia,va_page,51139,51139,1
VA,Petersburg,Virginia,va_petersburg,51730,51730,1
VA,Portsmouth,Virginia,va_portsmouth,51740,51740,1
VA,Prince Edward,Virginia,va_prince edward,51147,51147,1
VA,Pulaski,Virginia,va_pulaski,51155,51155,1
VA,Rockingham,Virginia,va_rockingham,51165,51165,1
VA,Russell,Virginia,va_russell,51167,51167,1
VA,Salem,Virginia,va_salem,51775,51775,1
VA,Scott,Virginia,va_scott,51169,51169,1
VA,Shenandoah,Virginia,va_shenandoah,51171,51171,1
VA,Waynesboro,Virginia,va_waynesboro,51820,51820,1
VA,Westmoreland,Virginia,va_westmoreland,51193,51193,1
VA,Wythe,Virginia,va_wythe,51197,51197,1
VT,Washington,Vermont,vt_washington,50023,50023,1
WA,Ferry,Washington,wa_ferry,53019,53019,1
WA,Grays Harbor,Washington,wa_grays harbor,53027,53027,1
WA,Island,Washington,wa_island,53029,53029,1
WA,Okanogan,Washington,wa_okanogan,53047,53047,1
WA,Pend Oreille,Washington,wa_pend oreille,53051,53051,1
WA,Stevens,Washington,wa_stevens,53065,53065,1
WI,Ashland,Wisconsin,wi_ashland,55003,55003,1
WI,Buffalo,Wisconsin,wi_buffalo,55011,55011,1
WI,Calumet,Wisconsin,wi_calumet,55015,55015,1
WI,Chippewa,Wisconsin,wi_chippewa,55017,55017,1
WI,Florence,Wisconsin,wi_florence,55037,55037,1
WI,Forest,Wisconsin,wi_forest,55041,55041,1
WI,Green Lake,Wisconsin,wi_green lake,55047,55047,1
WI,Lafayette,Wisconsin,wi_lafayette,55065,55065,1
WI,Polk,Wisconsin,wi_polk,55095,55095,1
WV,Brooke,West Virginia,wv_brooke,54009,54009,1
WV,Mason,West Virginia,wv_mason,54053,54053,1
WV,Pendleton,West Virginia,wv_pendleton,54071,54071,1
WV,Pleasants,West Virginia,wv_pleasants,54073,54073,1
WV,Ritchie,West Virginia,wv_ritchie,54085,54085,1
WV,Webster,West Virginia,wv_webster,54101,54101,1
WY,Park,Wyoming,wy_park,56029,56029,1
WY,Sublette,Wyoming,wy_sublette,56035,56035,1
WY,Sweetwater,Wyoming,wy_sweetwater,56037,56037,1
WY,Weston,Wyoming,wy_weston,56045,56045,1
